﻿Χρόνος Γένεσης (GMT),Γεωγρ.Πλάτος,Γεωγρ.Μήκος,Βάθος (χμ),Μέγεθος (ML),Επίκεντρο,Απόσταση (χμ) από το κέντρο (Γ.Πλ.:35.1571  Γ.Μήκ.:25.2483)
﻿2021/09/30 01:22:12,35.13,25.25,10,1.3,24.4 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/30 00:59:02,35.15,25.32,6,2.0,26.4 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/09/30 00:41:54,35.12,25.22,8,2.1,23.9 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/09/30 00:15:36,35.16,25.23,13,2.6,20.8 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/09/29 23:56:49,35.12,25.22,10,2.0,24.7 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/09/29 23:54:50,35.13,25.23,12,2.3,23.2 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/29 23:32:36,35.14,25.19,11,2.7,21.2 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/09/29 23:19:37,35.14,25.20,13,2.7,21.7 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/09/29 22:55:16,35.19,25.31,6,1.7,22.0 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/09/29 22:01:12,35.13,25.23,11,2.7,23.6 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/29 21:49:47,35.14,25.23,15,3.0,22.9 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/09/29 21:22:37,35.17,25.30,13,3.2,22.7 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/09/29 21:05:28,35.16,25.27,9,2.5,22.2 χμ ΝΑ του Ηρακλείου,2.4
﻿2021/09/29 21:01:19,35.12,25.27,9,3.0,26.1 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/09/29 20:56:25,35.16,25.25,10,2.5,21.3 χμ ΝΝΑ του Ηρακλείου,0.3
﻿2021/09/29 20:38:43,35.14,25.23,7,2.8,22.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/29 20:38:12,35.13,25.23,13,3.1,23.2 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/09/29 20:36:26,35.14,25.22,9,2.0,22.3 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/09/29 20:19:33,35.12,25.23,11,2.4,24.2 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/29 19:52:22,35.14,25.23,7,2.7,22.4 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/29 19:26:24,35.14,25.26,9,2.6,24.0 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/09/29 18:13:06,35.15,25.26,9,2.2,22.9 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/09/29 17:17:14,35.19,25.30,9,2.5,21.6 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/09/29 17:00:50,35.12,25.26,9,3.1,25.6 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/29 16:57:22,35.19,25.30,6,2.3,21.5 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/09/29 16:53:05,35.17,25.29,11,1.7,22.3 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/09/29 16:44:16,35.12,25.27,12,2.6,26.6 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/09/29 16:04:51,35.20,25.29,9,2.8,20.3 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/09/29 15:47:54,35.12,25.20,13,2.2,23.6 χμ ΝΝΑ του Ηρακλείου,5.9
﻿2021/09/29 15:42:47,35.16,25.27,7,1.4,22.3 χμ ΝΑ του Ηρακλείου,2.2
﻿2021/09/29 15:17:22,35.13,25.21,10,2.6,23.3 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/09/29 15:10:22,35.14,25.23,11,2.6,22.3 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/29 14:35:10,35.13,25.25,11,1.7,24.7 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/29 14:33:28,35.14,25.22,18,2.1,22.5 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/09/29 13:28:10,35.10,25.28,10,2.5,28.9 χμ ΝΝΑ του Ηρακλείου,7.4
﻿2021/09/29 12:55:32,35.13,25.21,13,3.0,23.0 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/09/29 12:42:41,35.12,25.19,12,3.4,23.3 χμ ΝΝΑ του Ηρακλείου,6.2
﻿2021/09/29 12:40:02,35.13,25.28,7,3.4,25.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/29 12:36:26,35.13,25.20,12,2.2,22.3 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/09/29 12:14:27,35.17,25.26,18,1.8,21.3 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/09/29 12:09:48,35.15,25.19,14,2.3,20.2 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/09/29 11:54:49,35.14,25.21,16,4.6,21.3 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/09/29 11:54:25,35.15,25.20,16,2.4,20.8 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/09/29 11:36:33,35.16,25.25,13,2.8,21.5 χμ ΝΝΑ του Ηρακλείου,0.1
﻿2021/09/29 11:23:50,35.13,25.23,12,2.3,23.2 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/29 10:42:33,35.13,25.22,8,2.0,22.9 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/29 10:41:59,35.19,25.30,6,1.7,21.8 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/09/29 10:37:50,35.14,25.22,10,2.1,22.4 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/29 09:40:56,35.15,25.28,14,2.8,23.7 χμ ΝΑ του Ηρακλείου,3.3
﻿2021/09/29 08:47:15,35.18,25.32,10,1.6,23.5 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/09/29 08:41:20,35.15,25.24,6,3.4,22.0 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/09/29 08:40:56,35.15,25.24,9,2.3,22.3 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/09/29 08:34:32,35.18,25.29,6,3.1,21.8 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/09/29 06:04:04,35.13,25.22,9,3.0,23.7 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/29 05:51:51,35.16,25.21,18,3.5,20.2 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/29 04:19:29,35.14,25.22,12,2.8,22.0 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/29 04:06:33,35.19,25.28,19,3.2,20.6 χμ ΝΑ του Ηρακλείου,4.7
﻿2021/09/29 03:51:03,35.16,25.24,8,2.4,21.1 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/09/29 03:07:48,35.11,25.24,8,2.5,25.5 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/09/29 02:19:10,35.13,25.23,11,2.6,23.3 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/29 02:17:15,35.18,25.26,7,2.2,20.1 χμ ΝΑ του Ηρακλείου,2.8
﻿2021/09/29 02:02:23,35.18,25.31,9,2.2,22.7 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/09/29 01:29:26,35.15,25.24,11,3.0,21.5 χμ ΝΝΑ του Ηρακλείου,0.5
﻿2021/09/29 01:19:03,35.19,25.31,11,2.3,22.2 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/09/29 01:18:17,35.20,25.33,8,1.7,22.6 χμ ΝΑ του Ηρακλείου,8.6
﻿2021/09/29 00:29:40,35.13,25.25,8,1.4,23.8 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/29 00:17:02,35.14,25.22,11,3.2,22.1 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/29 00:14:17,35.18,25.24,11,2.4,19.4 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/29 00:10:28,35.20,25.31,9,2.7,21.4 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/09/28 23:36:02,35.19,25.31,15,2.6,22.1 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/09/28 23:24:07,35.17,25.30,12,2.0,22.8 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/09/28 23:16:52,35.13,25.22,11,2.7,23.1 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/09/28 23:05:47,35.14,25.23,12,2.6,22.6 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/28 22:57:16,35.14,25.20,14,3.4,21.9 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/09/28 22:56:53,35.15,25.32,11,2.3,26.4 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/09/28 22:45:57,35.16,25.30,10,2.5,23.8 χμ ΝΑ του Ηρακλείου,4.8
﻿2021/09/28 22:44:45,35.16,25.25,10,2.5,20.9 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/09/28 22:42:20,35.17,25.29,14,2.3,23.1 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/09/28 22:32:20,35.19,25.30,12,3.0,21.9 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/09/28 22:30:49,35.13,25.25,12,2.3,24.0 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/28 21:59:59,35.15,25.29,8,1.9,23.7 χμ ΝΑ του Ηρακλείου,3.6
﻿2021/09/28 21:26:13,35.15,25.27,10,2.1,23.1 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/09/28 21:25:16,35.14,25.23,9,2.3,22.1 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/28 21:15:43,35.12,25.23,9,2.6,24.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/09/28 21:10:02,35.18,25.27,8,1.4,21.0 χμ ΝΑ του Ηρακλείου,3.2
﻿2021/09/28 20:55:27,35.18,25.28,11,2.2,21.3 χμ ΝΑ του Ηρακλείου,4.0
﻿2021/09/28 20:48:42,35.13,25.21,9,1.9,23.4 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/09/28 20:39:00,35.15,25.30,6,2.1,24.4 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/09/28 20:22:45,35.16,25.24,12,2.4,21.2 χμ ΝΝΑ του Ηρακλείου,0.8
﻿2021/09/28 20:19:01,35.13,25.26,11,2.3,24.5 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/09/28 20:10:40,35.12,25.25,8,1.8,25.5 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/09/28 19:47:03,35.15,25.23,11,2.6,21.5 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/09/28 18:56:02,35.21,25.30,9,3.0,20.1 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/09/28 18:21:21,35.15,25.22,7,2.7,21.1 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/09/28 18:02:50,35.20,25.30,8,2.5,20.4 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/09/28 18:00:29,35.17,25.27,10,1.4,21.8 χμ ΝΑ του Ηρακλείου,2.5
﻿2021/09/28 17:52:57,35.15,25.23,16,2.6,21.6 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/09/28 17:22:58,35.14,25.23,12,2.5,22.3 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/09/28 16:55:40,35.13,25.23,13,2.7,23.2 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/09/28 16:50:23,35.14,25.23,13,1.8,22.0 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/28 16:38:29,35.19,25.27,10,1.8,19.9 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/09/28 16:36:48,35.15,25.27,10,2.6,23.4 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/09/28 16:12:32,35.13,25.24,11,2.7,24.1 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/28 15:34:30,35.13,25.22,8,2.2,23.8 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/28 15:13:15,35.15,25.27,14,4.6,23.4 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/09/28 14:00:09,35.21,25.30,11,2.9,20.1 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/09/28 13:53:25,35.17,25.29,13,2.5,22.7 χμ ΝΑ του Ηρακλείου,4.1
﻿2021/09/28 13:26:50,35.13,25.21,9,3.1,23.0 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/09/28 13:02:21,35.13,25.26,12,3.2,25.0 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/09/28 12:29:44,35.19,25.31,15,3.3,21.7 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/09/28 12:25:17,35.13,25.23,13,2.9,23.7 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/28 12:09:50,35.14,25.24,10,3.9,22.7 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/09/28 12:08:09,35.19,25.30,10,2.5,21.7 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/09/28 12:05:13,35.16,25.26,14,2.6,22.0 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/09/28 11:39:12,35.14,25.22,14,2.9,22.4 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/09/28 11:38:25,35.15,25.24,12,2.2,22.2 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/09/28 11:02:42,35.11,25.27,12,2.3,26.7 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/09/28 10:35:39,35.14,25.23,13,2.5,22.0 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/28 10:31:09,35.14,25.25,7,1.9,23.1 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/09/28 10:29:45,35.18,25.30,8,2.3,22.2 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/09/28 08:41:53,35.14,25.32,14,1.8,26.8 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/09/28 08:39:16,35.12,25.22,7,3.4,24.6 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/09/28 08:36:33,35.18,25.30,8,2.0,22.2 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/09/28 08:34:15,35.16,25.23,15,3.6,20.8 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/09/28 08:29:05,35.14,25.23,11,3.5,22.5 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/28 08:28:15,35.15,25.25,8,2.2,22.6 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/09/28 08:26:52,35.14,25.23,13,2.9,22.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/28 08:20:22,35.18,25.23,17,3.8,18.6 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/28 08:18:25,35.14,25.23,14,3.3,22.4 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/28 08:17:09,35.14,25.32,11,3.6,26.4 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/09/28 07:42:29,35.16,25.24,12,3.0,21.3 χμ ΝΝΑ του Ηρακλείου,0.8
﻿2021/09/28 07:40:49,35.13,25.26,12,2.2,25.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/28 07:39:36,35.13,25.22,9,3.4,23.0 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/28 07:28:03,35.17,25.32,14,3.9,24.0 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/09/28 07:22:52,35.14,25.30,14,3.2,26.1 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/09/28 07:22:34,35.13,25.22,9,2.8,23.7 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/09/28 06:52:11,35.15,25.23,15,3.4,21.0 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/09/28 06:50:32,35.13,25.28,18,2.9,25.2 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/28 06:44:12,35.17,25.22,16,2.9,19.5 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/09/28 06:40:21,35.18,25.29,15,2.4,21.5 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/09/28 06:25:47,35.16,25.23,12,3.3,20.5 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/09/28 05:27:08,35.15,25.23,14,2.6,21.1 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/09/28 05:22:00,35.15,25.24,12,2.9,21.4 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/09/28 05:15:28,35.14,25.24,8,2.3,23.2 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/09/28 05:14:49,35.17,25.27,16,3.2,21.5 χμ ΝΑ του Ηρακλείου,1.8
﻿2021/09/28 05:12:33,35.15,25.25,14,2.5,22.5 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/09/28 05:11:10,35.14,25.26,14,3.2,23.3 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/09/28 04:59:35,35.19,25.24,16,2.9,17.8 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/09/28 04:48:09,35.15,25.22,11,5.3,20.8 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/09/28 04:23:17,35.18,25.26,15,2.6,19.9 χμ ΝΑ του Ηρακλείου,2.5
﻿2021/09/28 03:03:39,35.13,25.22,15,3.0,23.0 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/09/28 00:54:27,35.13,25.28,14,3.0,25.3 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/09/28 00:49:32,35.18,25.30,6,2.5,22.1 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/09/28 00:18:18,35.14,25.24,16,2.1,22.5 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/09/28 00:16:29,35.17,25.27,16,2.1,21.2 χμ ΝΑ του Ηρακλείου,2.4
﻿2021/09/27 23:52:48,35.14,25.24,14,1.6,23.3 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/09/27 23:51:24,35.13,25.26,12,1.8,24.6 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/09/27 23:45:12,35.18,25.25,15,2.2,19.7 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/09/27 23:44:08,35.14,25.24,14,2.5,23.2 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/09/27 23:31:40,35.14,25.28,14,2.2,24.4 χμ ΝΑ του Ηρακλείου,3.3
﻿2021/09/27 23:31:08,35.13,25.26,14,2.3,25.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/09/27 23:29:49,35.14,25.23,16,3.5,22.3 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/09/27 23:26:27,35.14,25.23,12,3.2,22.7 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/27 23:13:41,35.11,25.27,14,3.5,27.0 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/09/27 22:06:43,35.14,25.24,13,2.7,23.1 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/09/27 21:37:10,35.16,25.31,14,4.4,24.3 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/09/27 21:29:20,35.14,25.25,16,3.4,22.9 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/09/27 20:56:41,35.17,25.28,14,3.3,22.1 χμ ΝΑ του Ηρακλείου,3.2
﻿2021/09/27 20:37:23,35.14,25.24,16,2.9,23.1 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/09/27 20:10:00,35.13,25.25,14,4.4,24.4 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/27 19:47:41,35.20,25.26,17,2.6,18.1 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/09/27 19:30:57,35.16,25.29,7,1.6,23.6 χμ ΝΑ του Ηρακλείου,3.9
﻿2021/09/27 19:29:44,35.14,25.22,11,1.6,22.6 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/09/27 19:28:25,35.16,25.28,16,2.0,22.9 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/09/27 19:27:46,35.18,25.30,6,1.4,22.4 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/09/27 19:26:40,35.14,25.24,17,2.1,22.8 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/09/27 19:08:20,35.13,25.24,13,1.9,23.6 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/09/27 18:37:43,35.12,25.25,10,2.3,24.8 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/27 18:15:44,35.13,25.24,12,3.9,24.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/09/27 18:12:14,35.18,25.29,14,3.0,21.7 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/09/27 18:05:04,35.11,25.26,11,2.4,27.1 χμ ΝΝΑ του Ηρακλείου,5.8
﻿2021/09/27 16:55:06,35.14,25.24,15,2.8,23.0 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/09/27 16:27:09,35.17,25.26,18,2.1,21.1 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/09/27 16:15:30,35.15,25.26,11,3.6,22.7 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/09/27 15:53:53,35.17,25.30,13,2.7,22.9 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/09/27 15:26:54,35.13,25.25,14,3.0,24.2 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/27 15:08:24,35.13,25.22,14,2.5,23.7 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/27 14:59:58,35.13,25.26,13,2.6,24.3 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/27 14:50:16,35.13,25.24,12,3.1,24.3 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/09/27 14:49:26,35.14,25.28,15,3.7,24.6 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/09/27 14:47:21,35.17,25.26,15,1.9,20.7 χμ ΝΑ του Ηρακλείου,2.1
﻿2021/09/27 14:35:13,35.13,25.24,14,3.6,23.9 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/09/27 14:22:46,35.14,25.24,15,3.6,23.1 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/09/27 14:12:54,35.16,25.26,13,2.9,21.2 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/09/27 14:01:20,35.17,25.29,14,3.3,22.6 χμ ΝΑ του Ηρακλείου,3.6
﻿2021/09/27 13:22:26,35.13,25.22,14,2.9,23.4 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/09/27 13:08:09,35.13,25.27,11,2.7,25.2 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/27 13:06:53,35.13,25.22,14,2.0,23.3 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/09/27 12:31:46,35.18,25.30,14,3.7,21.9 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/09/27 12:20:11,35.13,25.24,12,2.5,23.8 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/27 12:18:53,35.18,25.30,14,2.9,22.1 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/09/27 12:02:25,35.17,25.28,14,3.5,21.8 χμ ΝΑ του Ηρακλείου,3.4
﻿2021/09/27 11:50:00,35.14,25.24,10,3.1,23.1 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/09/27 11:27:33,35.14,25.25,16,2.9,23.4 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/27 11:02:25,35.18,25.25,13,4.7,19.5 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/09/27 11:01:41,35.15,25.25,9,2.6,22.6 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/09/27 10:48:31,35.12,25.24,11,2.7,25.2 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/09/27 10:34:20,35.12,25.27,13,4.0,26.3 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/09/27 10:23:11,35.12,25.28,13,4.0,26.1 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/09/27 10:21:34,35.13,25.25,13,2.3,24.1 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/27 10:18:40,35.13,25.28,14,3.0,26.1 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/09/27 09:12:34,35.14,25.19,12,3.0,21.3 χμ ΝΝΑ του Ηρακλείου,6.1
﻿2021/09/27 08:58:19,35.17,25.29,14,3.2,22.9 χμ ΝΑ του Ηρακλείου,3.9
﻿2021/09/27 08:56:36,35.11,25.24,13,3.2,25.9 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/09/27 08:34:29,35.14,25.18,15,3.2,21.2 χμ ΝΝΑ του Ηρακλείου,6.1
﻿2021/09/27 08:29:35,35.14,25.25,11,3.1,23.4 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/27 08:21:57,35.14,25.30,12,4.4,25.6 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/09/27 08:16:21,35.16,25.26,16,2.9,21.9 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/09/27 07:56:03,35.11,25.24,12,3.3,25.4 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/09/27 07:47:24,35.13,25.19,15,4.1,22.2 χμ ΝΝΑ του Ηρακλείου,6.0
﻿2021/09/27 07:46:30,35.16,25.19,18,4.2,18.6 χμ ΝΝΑ του Ηρακλείου,5.7
﻿2021/09/27 07:44:40,35.14,25.21,16,3.8,21.4 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/27 07:42:22,35.17,25.23,17,2.8,19.8 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/09/27 07:30:45,35.13,25.25,14,4.5,23.7 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/27 07:22:22,35.12,25.29,15,3.4,26.4 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/09/27 07:12:05,35.16,25.32,16,3.4,25.8 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/09/27 07:11:06,35.12,25.27,12,3.5,25.9 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/09/27 07:09:18,35.14,25.28,8,3.3,24.9 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/09/27 07:08:19,35.14,25.25,15,3.2,23.2 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/09/27 07:07:19,35.14,25.32,10,3.1,26.7 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/09/27 06:57:15,35.14,25.25,12,2.7,23.5 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/09/27 06:51:35,35.15,25.29,15,2.8,23.7 χμ ΝΑ του Ηρακλείου,3.6
﻿2021/09/27 06:45:37,35.12,25.28,17,3.1,26.3 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/09/27 06:43:54,35.18,25.27,19,2.7,20.2 χμ ΝΑ του Ηρακλείου,3.5
﻿2021/09/27 06:43:00,35.16,25.22,15,2.8,19.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/27 06:37:42,35.13,25.28,14,4.4,25.4 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/09/27 06:27:48,35.16,25.33,11,3.7,25.8 χμ ΝΑ του Ηρακλείου,7.5
