﻿Χρόνος Γένεσης (GMT),Γεωγρ.Πλάτος,Γεωγρ.Μήκος,Βάθος (χμ),Μέγεθος (ML),Επίκεντρο,Απόσταση (χμ) από το κέντρο (Γ.Πλ.:35.1571  Γ.Μήκ.:25.2483)
﻿2021/10/11 02:20:00,35.16,25.27,11,2.0,22.4 χμ ΝΑ του Ηρακλείου,2.4
﻿2021/10/11 02:16:40,35.18,25.29,12,2.8,21.5 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/11 01:49:10,35.19,25.30,11,2.2,21.2 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/11 01:40:11,35.20,25.30,11,1.7,20.5 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/11 01:36:42,35.21,25.32,7,1.0,21.2 χμ ΝΑ του Ηρακλείου,9.2
﻿2021/10/11 01:32:05,35.14,25.24,8,1.0,23.2 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/11 01:19:49,35.20,25.30,5,1.0,20.7 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/11 01:06:56,35.22,25.33,8,1.2,21.6 χμ ΑΝΑ του Ηρακλείου,10.2
﻿2021/10/11 01:04:33,35.15,25.24,14,1.1,22.0 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/11 01:02:03,35.22,25.32,8,1.5,20.5 χμ ΑΝΑ του Ηρακλείου,9.8
﻿2021/10/11 00:16:33,35.22,25.30,5,1.0,18.8 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/10 22:53:07,35.18,25.30,12,1.8,22.0 χμ ΝΑ του Ηρακλείου,5.5
﻿2021/10/10 22:35:46,35.20,25.29,10,2.3,20.5 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/10 22:33:52,35.12,25.23,11,1.3,24.8 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/10 22:10:29,35.19,25.29,11,2.4,21.0 χμ ΝΑ του Ηρακλείου,4.7
﻿2021/10/10 22:06:48,35.19,25.30,11,3.1,21.3 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/10 21:28:11,35.19,25.30,11,1.7,21.4 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/10 21:26:30,35.14,25.23,11,2.4,22.9 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/10 20:58:34,35.19,25.30,7,1.3,21.1 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/10 19:43:08,35.19,25.23,9,1.3,17.2 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/10 19:04:37,35.19,25.31,12,2.6,21.9 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/10 18:49:50,35.19,25.32,5,1.3,22.6 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/10 18:46:46,35.13,25.23,11,1.4,23.7 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/10 17:48:19,35.13,25.25,9,1.6,23.8 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/10 17:46:50,35.17,25.31,6,1.5,23.1 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/10 17:30:46,35.20,25.31,6,2.1,21.9 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/10 17:06:09,35.12,25.26,10,2.0,25.2 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/10 15:18:57,35.14,25.20,15,2.4,21.8 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/10 15:03:13,35.12,25.25,8,1.5,25.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/10 13:10:43,35.20,25.29,11,2.4,20.6 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/10 13:05:04,35.19,25.31,4,1.4,21.8 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/10 13:04:24,35.20,25.31,7,1.0,21.5 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/10 13:01:35,35.15,25.21,12,1.6,20.9 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/10 12:44:49,35.17,25.25,14,2.0,20.6 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/10 12:20:50,35.16,25.27,8,1.8,21.8 χμ ΝΑ του Ηρακλείου,2.1
﻿2021/10/10 11:46:49,35.20,25.29,8,2.6,20.1 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/10 09:12:02,35.14,25.23,11,2.4,22.3 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/10 08:37:29,35.21,25.27,8,1.5,17.7 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/10 08:34:33,35.22,25.29,13,1.2,18.6 χμ ΝΑ του Ηρακλείου,8.3
﻿2021/10/10 07:39:31,35.18,25.31,16,2.6,22.7 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/10 07:18:32,35.19,25.27,10,2.1,19.6 χμ ΝΑ του Ηρακλείου,4.1
﻿2021/10/10 06:58:24,35.22,25.35,6,1.3,23.0 χμ ΑΝΑ του Ηρακλείου,11.7
﻿2021/10/10 06:11:47,35.14,25.19,10,2.9,21.7 χμ ΝΝΑ του Ηρακλείου,6.1
﻿2021/10/10 05:26:54,35.16,25.24,14,2.5,21.1 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/10 05:04:49,35.19,25.30,6,2.2,21.4 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/10 04:35:33,35.16,25.29,9,2.5,22.8 χμ ΝΑ του Ηρακλείου,3.5
﻿2021/10/10 03:49:03,35.15,25.25,15,2.8,21.9 χμ ΝΝΑ του Ηρακλείου,0.6
﻿2021/10/10 03:16:47,35.13,25.25,10,2.1,24.3 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/10 02:43:31,35.21,25.30,9,1.2,20.0 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/10/10 02:36:31,35.23,25.32,8,2.2,20.7 χμ ΑΝΑ του Ηρακλείου,10.4
﻿2021/10/10 02:29:17,35.13,25.25,9,1.6,24.1 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/10 02:22:16,35.19,25.30,10,2.2,22.0 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/10 02:04:14,35.15,25.24,6,1.2,21.7 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/10 01:43:19,35.19,25.31,8,1.3,22.3 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/10 01:42:46,35.20,25.31,5,1.3,21.7 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/10 01:40:49,35.12,25.25,9,2.2,24.9 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/09 23:56:05,35.12,25.25,9,2.9,25.8 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/09 23:45:13,35.14,25.23,8,1.8,22.6 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/09 23:33:28,35.13,25.23,9,2.9,23.2 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/09 22:58:42,35.19,25.32,8,1.8,22.9 χμ ΝΑ του Ηρακλείου,8.0
﻿2021/10/09 22:52:02,35.21,25.28,6,1.5,18.4 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/09 22:41:47,35.16,25.21,9,3.0,20.2 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/09 22:24:49,35.16,25.27,6,2.0,22.4 χμ ΝΑ του Ηρακλείου,2.2
﻿2021/10/09 21:42:42,35.13,25.25,8,2.8,24.1 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/09 21:14:32,35.19,25.31,9,1.9,22.5 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/09 20:01:06,35.16,25.21,8,1.4,19.3 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/09 19:59:22,35.13,25.21,10,1.4,22.9 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/09 19:57:21,35.15,25.25,13,2.5,21.6 χμ ΝΝΑ του Ηρακλείου,0.3
﻿2021/10/09 19:36:00,35.13,25.25,9,2.6,24.3 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/09 19:25:24,35.16,25.22,7,1.3,20.6 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/09 19:16:18,35.13,25.26,8,1.5,24.4 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/09 18:34:04,35.11,25.25,9,1.7,26.5 χμ ΝΝΑ του Ηρακλείου,5.7
﻿2021/10/09 18:07:48,35.12,25.24,7,2.8,24.7 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/09 17:53:06,35.13,25.21,9,1.8,22.9 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/09 17:29:32,35.19,25.30,12,2.6,21.9 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/09 17:04:51,35.11,25.24,10,1.8,26.2 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/10/09 17:03:13,35.19,25.31,6,1.2,22.0 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/10/09 16:16:12,35.18,25.32,5,2.5,23.8 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/09 15:08:39,35.12,25.25,8,1.8,24.8 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/09 14:43:22,35.14,25.21,9,2.1,21.8 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/09 14:36:52,35.19,25.28,10,2.3,20.5 χμ ΝΑ του Ηρακλείου,4.1
﻿2021/10/09 14:08:48,35.17,25.31,7,2.4,23.8 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/09 12:25:50,35.20,25.30,6,2.3,21.2 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/09 12:10:37,35.16,25.20,13,1.5,19.5 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/09 11:28:54,35.15,25.27,6,1.3,23.7 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/09 10:09:24,35.16,25.20,10,2.1,19.0 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/09 09:16:50,35.20,25.29,11,2.5,20.3 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/09 09:05:56,35.18,25.32,7,2.1,24.0 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/10/09 07:27:51,35.13,25.22,11,1.8,23.4 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/09 07:11:33,35.12,25.26,10,1.8,26.2 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/10/09 06:53:18,35.19,25.30,10,2.5,21.2 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/09 06:45:51,35.20,25.29,6,2.3,20.1 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/09 06:03:03,35.13,25.21,11,2.2,22.9 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/09 05:57:07,35.13,25.21,9,1.8,22.6 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/09 04:34:11,35.20,25.32,8,1.1,22.1 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/09 04:27:53,35.17,25.33,12,3.1,24.7 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/09 03:51:08,35.19,25.31,7,1.6,22.3 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/09 03:32:43,35.14,25.28,11,1.8,24.8 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/09 03:24:43,35.22,25.31,9,2.7,20.2 χμ ΝΑ του Ηρακλείου,8.5
﻿2021/10/09 03:22:32,35.22,25.33,8,2.5,21.4 χμ ΝΑ του Ηρακλείου,9.6
﻿2021/10/09 02:42:18,35.13,25.22,11,1.3,22.7 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/09 01:46:10,35.16,25.32,11,2.7,25.2 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/09 01:42:31,35.13,25.23,9,3.0,24.0 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/09 01:00:20,35.10,25.26,9,1.8,27.1 χμ ΝΝΑ του Ηρακλείου,6.0
﻿2021/10/09 00:17:08,35.18,25.31,5,1.7,23.3 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/09 00:10:15,35.19,25.25,10,1.9,18.7 χμ ΝΑ του Ηρακλείου,3.4
﻿2021/10/08 23:52:30,35.25,25.38,14,1.4,24.3 χμ ΑΝΑ του Ηρακλείου,15.5
﻿2021/10/08 23:23:50,35.22,25.30,8,1.9,19.2 χμ ΝΑ του Ηρακλείου,8.6
﻿2021/10/08 23:19:57,35.17,25.26,11,1.8,20.4 χμ ΝΑ του Ηρακλείου,2.1
﻿2021/10/08 22:51:21,35.19,25.31,6,1.9,22.3 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/08 22:32:30,35.14,25.23,11,2.1,22.9 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/08 22:15:36,35.13,25.22,10,3.0,23.3 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/08 22:01:28,35.20,25.29,8,2.0,20.7 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/08 21:52:41,35.14,25.24,10,1.3,23.3 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/08 21:45:00,35.22,25.33,7,2.5,21.9 χμ ΑΝΑ του Ηρακλείου,10.1
﻿2021/10/08 21:34:13,35.18,25.30,6,1.7,22.3 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/10/08 20:41:21,35.19,25.29,18,1.5,21.0 χμ ΝΑ του Ηρακλείου,4.8
﻿2021/10/08 20:28:01,35.19,25.31,6,1.8,22.0 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/08 19:22:35,35.11,25.24,8,1.0,26.2 χμ ΝΝΑ του Ηρακλείου,5.5
﻿2021/10/08 19:09:53,35.18,25.32,13,2.0,23.3 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/10/08 18:45:33,35.16,25.20,13,1.6,19.8 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/08 18:42:36,35.18,25.30,13,2.0,21.9 χμ ΝΑ του Ηρακλείου,5.1
﻿2021/10/08 17:57:07,35.13,25.27,6,1.5,25.2 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/08 17:19:14,35.12,25.25,7,2.9,25.3 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/08 16:47:45,35.19,25.31,6,2.1,22.1 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/08 16:34:42,35.13,25.25,8,1.2,24.1 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/08 16:33:46,35.07,25.27,17,1.4,31.0 χμ ΝΝΑ του Ηρακλείου,9.9
﻿2021/10/08 16:07:49,35.12,25.29,13,1.2,26.6 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/08 15:24:34,35.17,25.33,10,3.3,24.7 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/10/08 14:16:13,35.19,25.32,9,3.2,22.9 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/08 14:12:19,35.13,25.23,11,2.2,23.9 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/08 14:10:20,35.20,25.33,13,1.4,22.2 χμ ΝΑ του Ηρακλείου,8.8
﻿2021/10/08 13:38:07,35.18,25.32,5,1.2,23.4 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/08 13:27:15,35.18,25.31,13,3.4,22.6 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/08 13:19:55,35.19,25.30,13,1.3,21.5 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/08 12:54:52,35.18,25.26,9,1.6,19.5 χμ ΝΑ του Ηρακλείου,3.2
﻿2021/10/08 12:10:09,35.22,25.30,10,2.1,19.5 χμ ΝΑ του Ηρακλείου,8.0
﻿2021/10/08 11:41:24,35.13,25.24,9,1.0,23.7 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/08 10:16:44,35.18,25.27,12,1.7,20.9 χμ ΝΑ του Ηρακλείου,2.9
﻿2021/10/08 10:13:22,35.20,25.31,5,1.2,21.5 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/08 10:11:01,35.14,25.21,16,1.7,21.5 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/08 09:48:18,35.17,25.30,5,2.0,23.5 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/10/08 08:57:17,35.17,25.24,9,1.5,20.3 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/08 07:45:17,35.14,25.22,11,2.1,22.1 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/08 07:31:33,35.18,25.32,12,2.1,23.5 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/08 06:26:50,35.14,25.22,11,3.6,21.9 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/08 06:22:39,35.21,25.32,6,1.6,21.8 χμ ΝΑ του Ηρακλείου,8.6
﻿2021/10/08 05:53:19,35.14,25.23,8,1.9,21.9 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/08 05:24:43,35.19,25.31,5,1.5,22.1 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/08 05:16:26,35.15,25.23,11,1.9,21.4 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/10/08 04:49:44,35.18,25.29,12,2.0,21.5 χμ ΝΑ του Ηρακλείου,5.1
﻿2021/10/08 04:22:38,35.19,25.30,5,1.7,21.4 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/08 04:21:07,35.15,25.22,14,2.4,20.6 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/08 03:36:09,35.15,25.22,13,2.9,21.0 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/08 03:27:47,35.18,25.28,13,2.2,21.0 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/08 03:20:36,35.19,25.29,9,2.2,20.8 χμ ΝΑ του Ηρακλείου,5.1
﻿2021/10/08 03:14:38,35.18,25.28,10,2.2,20.6 χμ ΝΑ του Ηρακλείου,4.0
﻿2021/10/08 03:06:15,35.20,25.31,7,2.3,21.5 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/08 02:44:07,35.15,25.24,10,1.4,21.9 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/08 02:41:08,35.21,25.31,6,1.1,20.9 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/08 01:42:33,35.19,25.31,11,1.8,21.9 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/08 01:11:41,35.12,25.25,10,1.6,24.9 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/08 00:20:59,35.12,25.24,9,1.8,25.0 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/08 00:09:23,35.11,25.27,7,2.3,26.8 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/07 23:58:43,35.16,25.24,10,1.1,20.6 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/10/07 23:20:35,35.19,25.30,5,1.2,20.9 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/07 22:37:58,35.13,25.23,10,1.5,23.7 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/07 22:28:26,35.21,25.29,6,2.5,19.0 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/07 22:23:38,35.20,25.31,9,2.1,21.2 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/07 21:34:16,35.16,25.26,15,2.6,21.7 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/07 21:29:03,35.19,25.33,6,1.0,23.3 χμ ΝΑ του Ηρακλείου,8.2
﻿2021/10/07 20:42:54,35.17,25.29,12,1.5,22.8 χμ ΝΑ του Ηρακλείου,4.4
﻿2021/10/07 20:28:25,35.19,25.33,8,1.6,23.1 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/07 20:21:50,35.22,25.31,10,1.8,19.9 χμ ΝΑ του Ηρακλείου,8.8
﻿2021/10/07 20:08:42,35.20,25.31,9,2.4,21.1 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/07 19:07:48,35.18,25.28,6,2.7,21.6 χμ ΝΑ του Ηρακλείου,3.7
﻿2021/10/07 19:04:56,35.24,25.36,5,1.1,22.6 χμ ΑΝΑ του Ηρακλείου,13.2
﻿2021/10/07 18:53:37,35.19,25.31,11,2.5,22.2 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/07 18:49:34,35.15,25.25,12,1.6,22.5 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/07 18:49:05,35.13,25.23,15,1.6,23.0 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/07 18:39:09,35.22,25.32,8,1.7,21.4 χμ ΝΑ του Ηρακλείου,9.5
﻿2021/10/07 17:52:08,35.19,25.32,5,1.3,22.7 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/07 17:50:27,35.20,25.23,9,2.3,17.0 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/07 17:25:49,35.19,25.28,10,1.6,20.1 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/07 17:24:31,35.19,25.24,8,1.0,18.1 χμ ΝΑ του Ηρακλείου,3.8
﻿2021/10/07 16:59:47,35.19,25.31,12,2.9,22.0 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/07 14:33:29,35.19,25.30,6,2.4,21.3 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/07 14:28:19,35.13,25.23,10,2.8,23.0 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/07 12:19:33,35.13,25.25,9,2.9,23.7 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/07 12:11:39,35.18,25.25,8,2.1,19.1 χμ ΝΑ του Ηρακλείου,2.9
﻿2021/10/07 11:44:42,35.19,25.30,6,2.4,21.9 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/07 11:12:19,35.15,25.26,13,2.4,23.0 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/07 11:11:10,35.14,25.24,9,1.7,23.2 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/07 10:15:57,35.23,25.30,8,2.1,18.5 χμ ΝΑ του Ηρακλείου,9.4
﻿2021/10/07 09:49:27,35.12,25.25,8,1.8,25.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/07 09:16:00,35.13,25.22,10,2.1,23.1 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/07 08:42:37,35.12,25.18,13,2.5,23.5 χμ ΝΝΑ του Ηρακλείου,7.2
﻿2021/10/07 08:23:12,35.13,25.20,17,2.4,22.4 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/07 08:22:24,35.20,25.29,6,1.9,20.5 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/07 08:12:21,35.13,25.22,12,2.8,22.8 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/07 07:09:13,35.20,25.30,6,2.0,21.0 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/07 07:02:27,35.20,25.31,6,2.5,21.1 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/07 06:59:02,35.14,25.24,9,2.0,23.4 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/07 06:41:19,35.17,25.25,11,2.1,20.0 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/10/07 06:25:59,35.17,25.30,11,2.3,22.8 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/10/07 06:10:19,35.17,25.30,8,3.3,22.5 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/07 05:06:57,35.20,25.32,8,2.8,21.8 χμ ΝΑ του Ηρακλείου,8.3
﻿2021/10/07 05:02:04,35.21,25.30,11,2.4,20.0 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/07 04:58:39,35.15,25.22,9,1.5,21.3 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/07 04:17:46,35.13,25.23,12,1.4,23.2 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/07 04:16:42,35.22,25.29,5,1.4,18.6 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/07 04:15:18,35.15,25.23,11,2.1,21.6 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/07 03:11:26,35.14,25.24,11,1.1,22.8 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/10/07 02:58:10,35.13,25.21,12,2.4,23.2 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/07 02:34:19,35.20,25.29,10,1.3,19.7 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/07 02:26:59,35.21,25.31,6,2.2,20.6 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/07 02:04:10,35.21,25.31,9,1.9,20.5 χμ ΝΑ του Ηρακλείου,8.2
﻿2021/10/07 01:58:14,35.21,25.23,26,1.3,15.4 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/07 01:56:20,35.20,25.30,11,1.5,20.2 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/07 01:42:42,35.18,25.31,11,2.2,22.5 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/07 01:39:06,35.17,25.24,12,2.5,20.1 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/10/07 01:11:49,35.23,25.30,8,2.0,18.9 χμ ΝΑ του Ηρακλείου,9.5
﻿2021/10/07 01:01:09,35.16,25.20,11,2.3,19.8 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/07 00:55:12,35.20,25.30,7,2.7,20.6 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/07 00:17:58,35.21,25.30,7,1.8,20.0 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/06 23:45:19,35.21,25.30,6,1.1,20.5 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/06 23:38:57,35.23,25.29,18,1.8,18.0 χμ ΝΑ του Ηρακλείου,8.8
﻿2021/10/06 23:27:25,35.18,25.29,12,1.3,21.8 χμ ΝΑ του Ηρακλείου,4.8
﻿2021/10/06 23:05:43,35.16,25.25,14,1.8,21.6 χμ ΝΝΑ του Ηρακλείου,0.1
﻿2021/10/06 22:56:47,35.22,25.32,8,1.6,21.1 χμ ΝΑ του Ηρακλείου,9.5
﻿2021/10/06 22:46:40,35.17,25.30,16,1.6,23.1 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/06 22:35:20,35.21,25.33,8,2.3,21.6 χμ ΝΑ του Ηρακλείου,9.6
﻿2021/10/06 22:28:14,35.22,25.33,6,1.3,21.4 χμ ΑΝΑ του Ηρακλείου,10.4
﻿2021/10/06 21:35:56,35.20,25.30,9,2.4,20.7 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/06 21:21:43,35.19,25.25,11,1.4,18.5 χμ ΝΑ του Ηρακλείου,3.7
﻿2021/10/06 21:15:27,35.20,25.33,6,1.4,22.9 χμ ΝΑ του Ηρακλείου,9.1
﻿2021/10/06 21:07:21,35.21,25.34,7,1.1,22.7 χμ ΑΝΑ του Ηρακλείου,10.4
﻿2021/10/06 21:00:44,35.13,25.22,14,1.7,22.9 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/06 20:30:45,35.23,25.31,12,1.6,20.0 χμ ΑΝΑ του Ηρακλείου,9.8
